Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Sentiment,Age Group,CLV
2744,61,Female,Belt,Accessories,94,New Jersey,S,Beige,Fall,4.1,No,2-Day Shipping,No,No,17,Venmo,Quarterly,Positive,55-64,1109.9941025641026
2745,38,Female,Shirt,Clothing,66,Wyoming,M,Silver,Winter,3.3,No,Store Pickup,No,No,40,Credit Card,Monthly,Negative,35-44,2456.5743589743593
2746,28,Female,Boots,Footwear,98,Michigan,M,Magenta,Summer,4.1,No,Standard,No,No,44,PayPal,Bi-Weekly,Positive,25-34,2727.631794871795
2747,39,Female,Hoodie,Clothing,25,Ohio,M,Orange,Fall,3.7,No,Standard,No,No,21,PayPal,Quarterly,Negative,35-44,1280.0515384615385
2748,18,Female,Jeans,Clothing,62,West Virginia,M,Teal,Winter,3.1,No,Free Shipping,No,No,21,Credit Card,Quarterly,Negative,18-24,1317.0515384615385
2749,24,Female,Jacket,Outerwear,98,Virginia,L,Turquoise,Spring,3.0,No,Free Shipping,No,No,16,Venmo,Annually,Negative,18-24,1054.2297435897435
2750,64,Female,Jacket,Outerwear,53,Vermont,M,Cyan,Spring,3.4,No,Standard,No,No,15,Bank Transfer,Annually,Negative,55-64,949.4653846153847
2751,51,Female,Sandals,Footwear,66,Alaska,L,Pink,Spring,2.7,No,2-Day Shipping,No,No,26,PayPal,Quarterly,Negative,45-54,1619.8733333333334
2752,27,Female,Dress,Clothing,52,Minnesota,S,Indigo,Fall,3.1,No,Free Shipping,No,No,50,Venmo,Monthly,Negative,25-34,3040.2179487179487
2753,48,Female,Sweater,Clothing,64,Colorado,S,Peach,Winter,4.0,No,Free Shipping,No,No,30,Venmo,Bi-Weekly,Positive,45-54,1856.9307692307693
2754,69,Female,Gloves,Accessories,59,Rhode Island,M,Beige,Spring,3.6,No,Next Day Air,No,No,48,PayPal,Quarterly,Negative,65-70,2927.689230769231
2755,59,Female,Sunglasses,Accessories,61,New Jersey,L,Gold,Summer,3.6,No,Free Shipping,No,No,21,Venmo,Bi-Weekly,Negative,55-64,1316.0515384615385
2756,59,Female,Belt,Accessories,97,Nevada,M,Indigo,Winter,3.3,No,Store Pickup,No,No,18,Credit Card,Annually,Negative,55-64,1172.7584615384617
2757,42,Female,Hat,Accessories,23,Minnesota,L,Violet,Winter,4.1,No,Free Shipping,No,No,41,PayPal,Monthly,Positive,35-44,2473.338717948718
2758,39,Female,Hat,Accessories,98,Delaware,XL,Brown,Fall,4.3,No,Next Day Air,No,No,11,Venmo,Monthly,Positive,35-44,755.4079487179488
2759,32,Female,Blouse,Clothing,98,Illinois,M,Purple,Summer,3.2,No,Standard,No,No,8,Bank Transfer,Bi-Weekly,Negative,25-34,576.1148717948718
2760,68,Female,Shoes,Footwear,59,Washington,M,Turquoise,Summer,3.9,No,Free Shipping,No,No,42,Cash,Quarterly,Negative,65-70,2569.103076923077
2761,41,Female,Skirt,Clothing,82,Alaska,S,Violet,Fall,5.0,No,Next Day Air,No,No,41,Credit Card,Bi-Weekly,Positive,35-44,2532.338717948718
2762,31,Female,Sneakers,Footwear,82,Michigan,M,Purple,Fall,3.4,No,Next Day Air,No,No,3,Credit Card,Quarterly,Negative,25-34,261.2930769230769
2763,58,Female,T-shirt,Clothing,41,Georgia,M,Charcoal,Fall,3.8,No,Store Pickup,No,No,10,Debit Card,Quarterly,Negative,55-64,638.6435897435898
2764,28,Female,Handbag,Accessories,52,West Virginia,M,Green,Fall,2.9,No,2-Day Shipping,No,No,35,Venmo,Quarterly,Negative,25-34,2143.752564102564
2765,63,Female,Sweater,Clothing,41,Arizona,XL,White,Spring,2.6,No,Next Day Air,No,No,2,Debit Card,Weekly,Negative,55-64,160.52871794871794
2766,64,Female,Gloves,Accessories,70,Colorado,M,Purple,Summer,4.3,No,2-Day Shipping,No,No,24,Credit Card,Quarterly,Positive,55-64,1504.3446153846155
2767,66,Female,Dress,Clothing,91,Tennessee,M,Cyan,Winter,2.8,No,Standard,No,No,47,Credit Card,Monthly,Negative,65-70,2899.9248717948717
2768,31,Female,Dress,Clothing,95,Iowa,M,Green,Spring,4.5,No,Free Shipping,No,No,31,Cash,Monthly,Positive,25-34,1947.6951282051282
2769,55,Female,Blouse,Clothing,25,Kansas,M,Beige,Spring,3.8,No,2-Day Shipping,No,No,28,PayPal,Bi-Weekly,Negative,55-64,1698.4020512820514
2770,32,Female,Shirt,Clothing,89,Oklahoma,L,Lavender,Fall,3.0,No,Standard,No,No,13,Cash,Weekly,Negative,25-34,865.9366666666667
2771,50,Female,Boots,Footwear,44,Nebraska,S,Blue,Fall,3.3,No,Express,No,No,22,Bank Transfer,Quarterly,Negative,45-54,1358.8158974358976
2772,58,Female,Jacket,Outerwear,52,Maryland,S,Beige,Summer,3.1,No,2-Day Shipping,No,No,12,Bank Transfer,Bi-Weekly,Negative,55-64,769.1723076923078
2773,18,Female,Backpack,Accessories,94,Pennsylvania,L,Blue,Spring,3.5,No,Store Pickup,No,No,10,Bank Transfer,Quarterly,Negative,18-24,691.6435897435898
2774,39,Female,Pants,Clothing,98,Arizona,S,Maroon,Spring,4.6,No,Express,No,No,45,Bank Transfer,Quarterly,Positive,35-44,2787.396153846154
2775,56,Female,Boots,Footwear,40,Oklahoma,L,Yellow,Fall,4.1,No,Standard,No,No,42,Credit Card,Quarterly,Positive,55-64,2550.103076923077
2776,37,Female,Socks,Clothing,25,Montana,L,Red,Fall,3.6,No,Free Shipping,No,No,16,Debit Card,Weekly,Negative,35-44,981.2297435897436
2777,46,Female,Scarf,Accessories,62,Wyoming,L,Green,Fall,2.9,No,Free Shipping,No,No,6,Bank Transfer,Annually,Negative,45-54,420.5861538461539
2778,52,Female,Blouse,Clothing,24,Idaho,M,Magenta,Fall,4.8,No,Standard,No,No,28,Credit Card,Quarterly,Positive,45-54,1697.4020512820514
2779,70,Female,Belt,Accessories,57,Pennsylvania,L,Yellow,Spring,3.2,No,Standard,No,No,24,Credit Card,Bi-Weekly,Negative,65-70,1491.3446153846155
2780,61,Female,Sunglasses,Accessories,66,Montana,L,Blue,Winter,4.3,No,Express,No,No,14,Credit Card,Bi-Weekly,Positive,55-64,902.7010256410257
2781,33,Female,Boots,Footwear,70,Ohio,M,Charcoal,Winter,4.1,No,Next Day Air,No,No,29,PayPal,Bi-Weekly,Positive,25-34,1803.1664102564102
2782,65,Female,Sandals,Footwear,39,Mississippi,M,Blue,Spring,4.6,No,Standard,No,No,33,PayPal,Weekly,Positive,65-70,2011.2238461538464
2783,41,Female,Gloves,Accessories,34,Idaho,S,Cyan,Spring,3.8,No,Free Shipping,No,No,30,PayPal,Annually,Negative,35-44,1826.9307692307693
2784,19,Female,Skirt,Clothing,38,Virginia,M,Silver,Spring,4.5,No,Next Day Air,No,No,26,Credit Card,Quarterly,Positive,18-24,1591.8733333333334
2785,33,Female,Skirt,Clothing,70,Idaho,M,Black,Winter,3.1,No,Express,No,No,12,PayPal,Quarterly,Negative,25-34,787.1723076923078
2786,53,Female,Blouse,Clothing,80,Louisiana,S,Green,Summer,2.9,No,Next Day Air,No,No,13,Bank Transfer,Monthly,Negative,45-54,856.9366666666667
2787,54,Female,Handbag,Accessories,51,Colorado,M,Violet,Spring,3.8,No,Next Day Air,No,No,41,Debit Card,Quarterly,Negative,45-54,2501.338717948718
2788,36,Female,Boots,Footwear,79,West Virginia,XL,Pink,Spring,4.1,No,Next Day Air,No,No,4,Venmo,Bi-Weekly,Positive,35-44,318.0574358974359
2789,56,Female,Boots,Footwear,92,Rhode Island,M,Olive,Summer,3.1,No,Free Shipping,No,No,2,Credit Card,Annually,Negative,55-64,211.52871794871794
2790,28,Female,Sweater,Clothing,85,North Carolina,L,Orange,Fall,5.0,No,Express,No,No,28,Credit Card,Bi-Weekly,Positive,25-34,1758.4020512820514
2791,34,Female,Socks,Clothing,63,Maine,M,Black,Spring,4.5,No,Free Shipping,No,No,24,Debit Card,Annually,Positive,25-34,1497.3446153846155
2792,43,Female,Gloves,Accessories,60,Iowa,M,Yellow,Fall,2.8,No,Express,No,No,14,Venmo,Bi-Weekly,Negative,35-44,896.7010256410257
2793,54,Female,Shorts,Clothing,44,Kentucky,L,Violet,Winter,3.2,No,Express,No,No,11,Credit Card,Weekly,Negative,45-54,701.4079487179488
2794,37,Female,Boots,Footwear,57,Massachusetts,M,Silver,Spring,3.1,No,Standard,No,No,27,Debit Card,Bi-Weekly,Negative,35-44,1670.6376923076923
2795,33,Female,Jacket,Outerwear,24,New York,M,Gold,Fall,3.3,No,Standard,No,No,7,Cash,Bi-Weekly,Negative,25-34,442.35051282051285
2796,33,Female,Scarf,Accessories,35,Nebraska,M,Magenta,Winter,3.4,No,Store Pickup,No,No,49,PayPal,Annually,Negative,25-34,2963.45358974359
2797,55,Female,Jacket,Outerwear,73,Oklahoma,M,Red,Winter,3.8,No,Store Pickup,No,No,21,Cash,Annually,Negative,55-64,1328.0515384615385
2798,63,Female,Jewelry,Accessories,42,Oklahoma,M,Green,Winter,3.5,No,Express,No,No,10,Venmo,Quarterly,Negative,55-64,639.6435897435898
2799,52,Female,Hoodie,Clothing,20,Rhode Island,XL,Red,Winter,4.8,No,Store Pickup,No,No,37,PayPal,Weekly,Positive,45-54,2231.2812820512822
2800,23,Female,T-shirt,Clothing,89,Maine,L,Pink,Spring,3.9,No,Free Shipping,No,No,9,Bank Transfer,Quarterly,Negative,18-24,626.8792307692308
2801,70,Female,Shirt,Clothing,76,Arkansas,L,Violet,Fall,3.4,No,Free Shipping,No,No,14,Cash,Bi-Weekly,Negative,65-70,912.7010256410257
2802,64,Female,Shirt,Clothing,56,New Mexico,M,Indigo,Winter,2.6,No,Express,No,No,30,PayPal,Annually,Negative,55-64,1848.9307692307693
2803,22,Female,Coat,Outerwear,100,Hawaii,L,Red,Fall,3.1,No,Store Pickup,No,No,42,Credit Card,Bi-Weekly,Negative,18-24,2610.103076923077
2804,46,Female,T-shirt,Clothing,44,Idaho,M,Violet,Winter,3.3,No,Free Shipping,No,No,31,Bank Transfer,Monthly,Negative,45-54,1896.6951282051282
2805,65,Female,Hoodie,Clothing,76,South Carolina,M,Cyan,Spring,2.8,No,Standard,No,No,48,Bank Transfer,Quarterly,Negative,65-70,2944.689230769231
2806,18,Female,Sunglasses,Accessories,97,Nevada,S,Black,Fall,4.3,No,Standard,No,No,48,Cash,Quarterly,Positive,18-24,2965.689230769231
2807,45,Female,Blouse,Clothing,39,South Carolina,L,Purple,Spring,2.7,No,Standard,No,No,50,Credit Card,Annually,Negative,45-54,3027.2179487179487
2808,56,Female,Hoodie,Clothing,100,Maryland,M,Charcoal,Spring,4.4,No,2-Day Shipping,No,No,10,Debit Card,Bi-Weekly,Positive,55-64,697.6435897435898
2809,49,Female,Skirt,Clothing,62,Tennessee,M,Beige,Spring,3.9,No,Free Shipping,No,No,45,PayPal,Quarterly,Negative,45-54,2751.396153846154
2810,66,Female,Shorts,Clothing,98,Arkansas,XL,Teal,Summer,3.0,No,Standard,No,No,27,Debit Card,Quarterly,Negative,65-70,1711.6376923076923
2811,27,Female,Jeans,Clothing,31,Arizona,M,Purple,Summer,4.0,No,Standard,No,No,10,Debit Card,Bi-Weekly,Positive,25-34,628.6435897435898
2812,69,Female,Jacket,Outerwear,89,Ohio,M,Blue,Fall,3.7,No,Store Pickup,No,No,19,Credit Card,Quarterly,Negative,65-70,1224.5228205128205
2813,66,Female,Hoodie,Clothing,91,North Dakota,XL,Magenta,Fall,3.8,No,Store Pickup,No,No,1,Credit Card,Quarterly,Negative,65-70,150.76435897435897
2814,45,Female,Shirt,Clothing,50,Vermont,S,Maroon,Summer,3.3,No,2-Day Shipping,No,No,39,Debit Card,Quarterly,Negative,45-54,2380.81
2815,31,Female,T-shirt,Clothing,32,Minnesota,L,Gold,Winter,3.6,No,Standard,No,No,14,Bank Transfer,Monthly,Negative,25-34,868.7010256410257
2816,33,Female,Blouse,Clothing,67,Idaho,L,Black,Fall,3.9,No,Free Shipping,No,No,40,Venmo,Quarterly,Negative,25-34,2457.5743589743593
2817,43,Female,Skirt,Clothing,28,Maryland,M,Black,Spring,3.5,No,Free Shipping,No,No,45,Venmo,Weekly,Negative,35-44,2717.396153846154
2818,25,Female,Backpack,Accessories,65,South Carolina,XL,Yellow,Winter,3.4,No,Standard,No,No,6,Venmo,Weekly,Negative,25-34,423.5861538461539
2819,46,Female,Shorts,Clothing,73,California,M,Turquoise,Fall,4.7,No,Next Day Air,No,No,12,Debit Card,Annually,Positive,45-54,790.1723076923078
2820,67,Female,Shirt,Clothing,27,Georgia,L,Lavender,Spring,3.0,No,Free Shipping,No,No,19,Cash,Monthly,Negative,65-70,1162.5228205128205
2821,26,Female,Backpack,Accessories,89,Vermont,L,Yellow,Summer,3.9,No,Free Shipping,No,No,5,Cash,Bi-Weekly,Negative,25-34,387.8217948717949
2822,35,Female,Shoes,Footwear,72,Georgia,L,Olive,Summer,4.5,No,Standard,No,No,37,Venmo,Monthly,Positive,35-44,2283.2812820512822
2823,61,Female,Skirt,Clothing,37,New Jersey,S,Brown,Fall,4.1,No,Standard,No,No,33,PayPal,Quarterly,Positive,55-64,2009.2238461538464
2824,26,Female,Dress,Clothing,63,Utah,M,Olive,Summer,4.5,No,Standard,No,No,47,Debit Card,Bi-Weekly,Positive,25-34,2871.9248717948717
2825,39,Female,Hat,Accessories,90,Utah,M,Purple,Fall,4.0,No,Free Shipping,No,No,49,Debit Card,Quarterly,Positive,35-44,3018.45358974359
2826,69,Female,Handbag,Accessories,62,North Carolina,M,Yellow,Winter,4.3,No,2-Day Shipping,No,No,28,Bank Transfer,Annually,Positive,65-70,1735.4020512820514
2827,32,Female,Handbag,Accessories,43,Florida,L,Brown,Fall,3.6,No,Express,No,No,23,Venmo,Annually,Negative,25-34,1417.5802564102564
2828,20,Female,Blouse,Clothing,96,Wisconsin,M,Magenta,Fall,3.1,No,Next Day Air,No,No,11,Bank Transfer,Bi-Weekly,Negative,18-24,753.4079487179488
2829,25,Female,Scarf,Accessories,83,Tennessee,L,Lavender,Fall,2.6,No,Standard,No,No,33,PayPal,Quarterly,Negative,25-34,2055.2238461538464
2830,56,Female,Jewelry,Accessories,67,Arizona,XL,Teal,Fall,3.4,No,Next Day Air,No,No,47,Cash,Weekly,Negative,55-64,2875.9248717948717
2831,63,Female,Skirt,Clothing,90,Oregon,L,Cyan,Spring,2.9,No,Store Pickup,No,No,13,Venmo,Quarterly,Negative,55-64,866.9366666666667
2832,34,Female,Hoodie,Clothing,53,Virginia,L,Pink,Winter,5.0,No,Express,No,No,4,Credit Card,Weekly,Positive,25-34,292.0574358974359
2833,29,Female,Scarf,Accessories,37,Maryland,M,Magenta,Summer,4.6,No,Standard,No,No,40,PayPal,Quarterly,Positive,25-34,2427.5743589743593
2834,43,Female,Jeans,Clothing,56,Arkansas,M,Teal,Fall,3.3,No,Free Shipping,No,No,19,Cash,Monthly,Negative,35-44,1191.5228205128205
2835,39,Female,Jacket,Outerwear,43,Texas,M,Indigo,Fall,2.9,No,2-Day Shipping,No,No,17,Credit Card,Weekly,Negative,35-44,1058.9941025641026
2836,33,Female,T-shirt,Clothing,84,Vermont,S,Pink,Winter,4.9,No,Free Shipping,No,No,7,Venmo,Annually,Positive,25-34,502.35051282051285
2837,51,Female,Pants,Clothing,50,Wyoming,M,Charcoal,Winter,5.0,No,2-Day Shipping,No,No,21,Cash,Bi-Weekly,Positive,45-54,1305.0515384615385
2838,65,Female,Shoes,Footwear,88,Alabama,M,Brown,Summer,4.5,No,Express,No,No,44,PayPal,Weekly,Positive,65-70,2717.631794871795
2839,51,Female,Jacket,Outerwear,50,Maine,M,Blue,Fall,3.7,No,Free Shipping,No,No,2,Bank Transfer,Weekly,Negative,45-54,169.52871794871794
2840,70,Female,Scarf,Accessories,80,South Dakota,L,Teal,Summer,2.8,No,Store Pickup,No,No,30,Bank Transfer,Monthly,Negative,65-70,1872.9307692307693
2841,40,Female,T-shirt,Clothing,47,West Virginia,L,Pink,Spring,3.5,No,Store Pickup,No,No,41,Cash,Annually,Negative,35-44,2497.338717948718
2842,19,Female,Dress,Clothing,33,Ohio,XL,Magenta,Winter,3.0,No,2-Day Shipping,No,No,31,Cash,Weekly,Negative,18-24,1885.6951282051282
2843,28,Female,Coat,Outerwear,100,Arizona,L,Green,Fall,4.3,No,Standard,No,No,48,Debit Card,Quarterly,Positive,25-34,2968.689230769231
2844,51,Female,Sweater,Clothing,26,Ohio,M,White,Summer,3.6,No,Store Pickup,No,No,41,Venmo,Weekly,Negative,45-54,2476.338717948718
2845,32,Female,Hat,Accessories,79,New Mexico,M,Indigo,Summer,4.4,No,Standard,No,No,42,Venmo,Annually,Positive,25-34,2589.103076923077
2846,26,Female,Backpack,Accessories,77,South Dakota,L,Lavender,Summer,4.1,No,Express,No,No,39,Debit Card,Quarterly,Positive,25-34,2407.81
2847,50,Female,Socks,Clothing,36,Oklahoma,XL,Black,Fall,2.8,No,Next Day Air,No,No,15,PayPal,Bi-Weekly,Negative,45-54,932.4653846153847
2848,68,Female,Jewelry,Accessories,21,Connecticut,L,Charcoal,Winter,2.8,No,Free Shipping,No,No,3,PayPal,Quarterly,Negative,65-70,200.29307692307694
2849,33,Female,Boots,Footwear,72,Wisconsin,L,Gray,Fall,4.9,No,Store Pickup,No,No,28,Bank Transfer,Quarterly,Positive,25-34,1745.4020512820514
2850,56,Female,Coat,Outerwear,25,New Hampshire,M,Gold,Spring,4.1,No,Express,No,No,27,PayPal,Bi-Weekly,Positive,55-64,1638.6376923076923
2851,57,Female,Sweater,Clothing,79,Nebraska,M,Silver,Spring,3.0,No,Store Pickup,No,No,36,Debit Card,Annually,Negative,55-64,2230.5169230769234
2852,58,Female,Blouse,Clothing,73,Nevada,L,Teal,Summer,3.0,No,Store Pickup,No,No,42,Debit Card,Monthly,Negative,55-64,2583.103076923077
2853,40,Female,Belt,Accessories,71,New York,M,Magenta,Spring,3.0,No,Store Pickup,No,No,30,Venmo,Weekly,Negative,35-44,1863.9307692307693
2854,37,Female,Hat,Accessories,48,Pennsylvania,M,Magenta,Winter,3.2,No,Next Day Air,No,No,9,PayPal,Weekly,Negative,35-44,585.8792307692308
2855,36,Female,Sandals,Footwear,28,Delaware,M,Beige,Fall,2.7,No,Store Pickup,No,No,25,Venmo,Monthly,Negative,35-44,1522.1089743589744
2856,29,Female,Boots,Footwear,95,Mississippi,S,Maroon,Winter,3.8,No,2-Day Shipping,No,No,33,PayPal,Quarterly,Negative,25-34,2067.2238461538464
2857,65,Female,Jacket,Outerwear,48,Iowa,M,Indigo,Winter,3.5,No,2-Day Shipping,No,No,31,Credit Card,Monthly,Negative,65-70,1900.6951282051282
2858,44,Female,Dress,Clothing,93,Utah,S,Maroon,Spring,3.8,No,Next Day Air,No,No,35,Debit Card,Monthly,Negative,35-44,2184.752564102564
2859,34,Female,Jeans,Clothing,87,Maryland,L,Teal,Summer,3.8,No,2-Day Shipping,No,No,46,Bank Transfer,Monthly,Negative,25-34,2836.160512820513
2860,31,Female,Shorts,Clothing,32,Utah,L,Yellow,Fall,3.4,No,Express,No,No,29,Bank Transfer,Annually,Negative,25-34,1765.1664102564102
2861,28,Female,Shirt,Clothing,38,Rhode Island,M,Gold,Spring,2.9,No,Next Day Air,No,No,49,Bank Transfer,Weekly,Negative,25-34,2966.45358974359
2862,66,Female,Coat,Outerwear,54,Maryland,M,Teal,Fall,3.4,No,Free Shipping,No,No,27,Credit Card,Monthly,Negative,65-70,1667.6376923076923
2863,68,Female,Coat,Outerwear,75,Hawaii,S,Violet,Summer,4.7,No,Store Pickup,No,No,5,Bank Transfer,Quarterly,Positive,65-70,373.8217948717949
2864,37,Female,T-shirt,Clothing,56,Connecticut,M,Yellow,Fall,3.9,No,2-Day Shipping,No,No,18,Venmo,Monthly,Negative,35-44,1131.7584615384617
2865,58,Female,Sweater,Clothing,43,Illinois,S,Maroon,Fall,3.6,No,Store Pickup,No,No,31,Venmo,Weekly,Negative,55-64,1895.6951282051282
2866,28,Female,Skirt,Clothing,97,California,M,Silver,Fall,3.7,No,Free Shipping,No,No,27,Cash,Bi-Weekly,Negative,25-34,1710.6376923076923
2867,54,Female,Blouse,Clothing,75,Connecticut,S,Violet,Summer,3.1,No,Free Shipping,No,No,19,Cash,Annually,Negative,45-54,1210.5228205128205
2868,21,Female,Sneakers,Footwear,55,Colorado,L,White,Summer,4.9,No,Next Day Air,No,No,33,Cash,Bi-Weekly,Positive,18-24,2027.2238461538464
2869,45,Female,Backpack,Accessories,49,Colorado,M,Black,Winter,2.6,No,Next Day Air,No,No,42,PayPal,Quarterly,Negative,45-54,2559.103076923077
2870,57,Female,Socks,Clothing,58,Georgia,M,White,Summer,4.2,No,Standard,No,No,16,Bank Transfer,Weekly,Positive,55-64,1014.2297435897436
2871,47,Female,Jewelry,Accessories,34,North Dakota,M,Blue,Winter,4.8,No,Free Shipping,No,No,49,Debit Card,Quarterly,Positive,45-54,2962.45358974359
2872,46,Female,Shorts,Clothing,43,Idaho,S,Black,Summer,2.7,No,2-Day Shipping,No,No,40,Venmo,Bi-Weekly,Negative,45-54,2433.5743589743593
2873,63,Female,Jewelry,Accessories,48,Connecticut,L,Olive,Fall,2.6,No,Next Day Air,No,No,5,Cash,Annually,Negative,55-64,346.8217948717949
2874,44,Female,Sweater,Clothing,40,Montana,M,Teal,Spring,2.6,No,Free Shipping,No,No,8,Bank Transfer,Monthly,Negative,35-44,518.1148717948718
2875,36,Female,Shirt,Clothing,29,Colorado,L,Silver,Summer,3.1,No,Standard,No,No,2,Debit Card,Annually,Negative,35-44,148.52871794871794
2876,24,Female,Pants,Clothing,81,Kentucky,M,Pink,Fall,2.6,No,Free Shipping,No,No,14,Debit Card,Weekly,Negative,18-24,917.7010256410257
2877,65,Female,Hoodie,Clothing,84,New Mexico,M,Charcoal,Spring,3.4,No,2-Day Shipping,No,No,5,Bank Transfer,Bi-Weekly,Negative,65-70,382.8217948717949
2878,32,Female,Socks,Clothing,46,New Jersey,M,Silver,Summer,3.6,No,Standard,No,No,34,Venmo,Monthly,Negative,25-34,2077.988205128205
2879,63,Female,Dress,Clothing,86,California,L,Turquoise,Summer,4.3,No,Next Day Air,No,No,13,Bank Transfer,Annually,Positive,55-64,862.9366666666667
2880,62,Female,Blouse,Clothing,57,North Dakota,XL,Turquoise,Winter,4.9,No,Free Shipping,No,No,31,Venmo,Annually,Positive,55-64,1909.6951282051282
2881,19,Female,Skirt,Clothing,61,Florida,L,Beige,Winter,4.8,No,Store Pickup,No,No,43,PayPal,Quarterly,Positive,18-24,2630.867435897436
2882,38,Female,Backpack,Accessories,90,Texas,M,Cyan,Winter,4.2,No,Free Shipping,No,No,6,Bank Transfer,Annually,Positive,35-44,448.5861538461539
2883,59,Female,Blouse,Clothing,51,Oklahoma,L,Gold,Winter,2.6,No,Store Pickup,No,No,23,Credit Card,Bi-Weekly,Negative,55-64,1425.5802564102564
2884,22,Female,Socks,Clothing,48,Rhode Island,XL,Silver,Spring,3.2,No,Standard,No,No,10,PayPal,Weekly,Negative,18-24,645.6435897435898
2885,55,Female,Boots,Footwear,50,Arkansas,M,Purple,Summer,3.4,No,2-Day Shipping,No,No,47,Credit Card,Quarterly,Negative,55-64,2858.9248717948717
2886,29,Female,Backpack,Accessories,82,Nevada,M,Yellow,Summer,3.5,No,Next Day Air,No,No,14,Credit Card,Bi-Weekly,Negative,25-34,918.7010256410257
2887,42,Female,Hat,Accessories,33,Utah,L,Blue,Spring,4.2,No,Free Shipping,No,No,29,PayPal,Weekly,Positive,35-44,1766.1664102564102
2888,23,Female,Sandals,Footwear,28,Kentucky,L,Blue,Winter,2.8,No,Express,No,No,12,Cash,Bi-Weekly,Negative,18-24,745.1723076923078
2889,70,Female,Hoodie,Clothing,42,Wisconsin,L,Green,Spring,5.0,No,2-Day Shipping,No,No,25,Debit Card,Quarterly,Positive,65-70,1536.1089743589744
2890,64,Female,Sunglasses,Accessories,43,Minnesota,M,Charcoal,Fall,3.3,No,Store Pickup,No,No,21,Venmo,Annually,Negative,55-64,1298.0515384615385
2891,39,Female,Jeans,Clothing,55,North Dakota,M,Violet,Winter,3.7,No,Free Shipping,No,No,23,Credit Card,Monthly,Negative,35-44,1429.5802564102564
2892,47,Female,T-shirt,Clothing,73,Ohio,XL,Black,Winter,2.5,No,Free Shipping,No,No,10,PayPal,Monthly,Negative,45-54,670.6435897435898
2893,22,Female,Dress,Clothing,39,Nevada,M,Teal,Spring,3.2,No,Standard,No,No,47,Credit Card,Monthly,Negative,18-24,2847.9248717948717
2894,69,Female,Belt,Accessories,20,Kentucky,S,Orange,Spring,3.1,No,Free Shipping,No,No,44,Debit Card,Quarterly,Negative,65-70,2649.631794871795
2895,35,Female,Jewelry,Accessories,32,Kentucky,S,Brown,Spring,3.5,No,Standard,No,No,41,Venmo,Annually,Negative,35-44,2482.338717948718
2896,56,Female,Hoodie,Clothing,86,Montana,L,Green,Summer,4.6,No,Standard,No,No,29,Bank Transfer,Monthly,Positive,55-64,1819.1664102564102
2897,30,Female,Blouse,Clothing,91,Delaware,M,Silver,Summer,3.3,No,Free Shipping,No,No,2,Venmo,Quarterly,Negative,25-34,210.52871794871794
2898,43,Female,Jacket,Outerwear,59,Montana,L,Violet,Fall,2.5,No,Free Shipping,No,No,2,Cash,Bi-Weekly,Negative,35-44,178.52871794871794
2899,23,Female,Sneakers,Footwear,33,New Jersey,XL,Peach,Summer,4.6,No,Express,No,No,29,Credit Card,Annually,Positive,18-24,1766.1664102564102
2900,50,Female,Boots,Footwear,64,Nebraska,M,Gold,Spring,4.2,No,2-Day Shipping,No,No,22,Bank Transfer,Bi-Weekly,Positive,45-54,1378.8158974358976
2901,41,Female,Blouse,Clothing,67,Maryland,XL,Violet,Winter,4.0,No,Standard,No,No,23,Cash,Bi-Weekly,Positive,35-44,1441.5802564102564
2902,41,Female,Blouse,Clothing,43,Alabama,L,Olive,Winter,2.6,No,Free Shipping,No,No,46,Credit Card,Quarterly,Negative,35-44,2792.160512820513
2903,27,Female,Boots,Footwear,32,North Carolina,S,Orange,Spring,4.6,No,Standard,No,No,19,PayPal,Bi-Weekly,Positive,25-34,1167.5228205128205
2904,38,Female,Scarf,Accessories,39,Delaware,S,Teal,Spring,3.5,No,2-Day Shipping,No,No,24,Credit Card,Quarterly,Negative,35-44,1473.3446153846155
2905,41,Female,Sandals,Footwear,41,Iowa,M,Gray,Spring,4.0,No,2-Day Shipping,No,No,43,Venmo,Monthly,Positive,35-44,2610.867435897436
2906,58,Female,Sunglasses,Accessories,53,New York,L,Black,Winter,4.8,No,Standard,No,No,14,Debit Card,Bi-Weekly,Positive,55-64,889.7010256410257
2907,58,Female,Coat,Outerwear,27,Virginia,M,Indigo,Spring,3.9,No,Standard,No,No,7,Venmo,Annually,Negative,55-64,445.35051282051285
2908,19,Female,Sunglasses,Accessories,82,Maryland,XL,Lavender,Summer,3.7,No,Next Day Air,No,No,50,PayPal,Bi-Weekly,Negative,18-24,3070.2179487179487
2909,43,Female,Blouse,Clothing,87,Texas,M,Beige,Winter,3.1,No,Store Pickup,No,No,15,Debit Card,Quarterly,Negative,35-44,983.4653846153847
2910,27,Female,Backpack,Accessories,78,Louisiana,M,Indigo,Winter,3.0,No,Next Day Air,No,No,40,Credit Card,Quarterly,Negative,25-34,2468.5743589743593
2911,32,Female,Belt,Accessories,32,Mississippi,M,Blue,Summer,2.9,No,Store Pickup,No,No,41,Credit Card,Monthly,Negative,25-34,2482.338717948718
2912,28,Female,Socks,Clothing,38,Ohio,XL,Orange,Fall,2.9,No,Next Day Air,No,No,34,Venmo,Quarterly,Negative,25-34,2069.988205128205
